,23x,23y,23z,24x,24y,24z,25x,25y,25z,26x,26y,26z,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z
0,0.4725064635276794,0.4601140469312668,0.39422208070755005,0.6022884249687195,0.45994487404823303,0.39332306385040283,0.4560225903987884,0.609113484621048,0.4256230294704437,0.5843451619148254,0.6024299263954163,0.34426575899124146,0.4989170730113983,0.7245904207229614,0.659633994102478,0.5484460592269897,0.7439946532249451,0.32601144909858704,0.5083059668540955,0.7307075560092926,0.7089952230453491,0.5492196679115295,0.7698748409748077,0.3408588171005249,0.4845984578132629,0.7955750226974487,0.6516502499580383,0.5176295638084412,0.7693971395492554,0.23022237420082092
1,0.476047545671463,0.4607543647289276,0.38375571370124817,0.5961797833442688,0.4602140635251999,0.39151516556739807,0.4856148660182953,0.6105347573757172,0.4009689688682556,0.5609365105628967,0.6036458015441895,0.3643715977668762,0.5184200406074524,0.7222843170166016,0.6403977870941162,0.5469894409179688,0.7437830567359924,0.3475554287433624,0.5335630178451538,0.7279645800590515,0.6876522302627563,0.5529581904411316,0.7703566551208496,0.369607537984848,0.488092839717865,0.7879908680915833,0.6507986187934875,0.5063233971595764,0.7690678238868713,0.2369242161512375
2,0.4756093919277191,0.4606086313724518,0.3803633451461792,0.6023192405700684,0.45957717299461365,0.3926496207714081,0.4807721674442291,0.6086890697479248,0.3757801055908203,0.5727958083152771,0.6040876507759094,0.3732903301715851,0.516027569770813,0.7197657525539398,0.6113678812980652,0.5591095089912415,0.746340811252594,0.3776145875453949,0.5300409197807312,0.7267556190490723,0.6655591726303101,0.5615454912185669,0.7758590281009674,0.39901599287986755,0.4880317449569702,0.7831677198410034,0.6078173518180847,0.5196539163589478,0.7710543274879456,0.25831636786460876
3,0.472259521484375,0.4599619656801224,0.3813096880912781,0.6048609018325806,0.45925813913345337,0.39749109745025635,0.4785021245479584,0.6030749082565308,0.35690221190452576,0.5821959972381592,0.6047023236751556,0.37360236048698425,0.5150999426841736,0.7188179194927216,0.5782334208488464,0.5688343644142151,0.75065016746521,0.4064050316810608,0.5272881984710693,0.7281594574451447,0.6347397565841675,0.5705658197402954,0.7797740995883942,0.42667412757873535,0.4861463904380798,0.7784314751625061,0.5514751076698303,0.5326771140098572,0.775404155254364,0.287632018327713
4,0.4656198024749756,0.45751334726810455,0.3895854949951172,0.6054720282554626,0.4566405564546585,0.40634021162986755,0.4770309031009674,0.5999166369438171,0.34783056378364563,0.5905990600585938,0.6049208045005798,0.38958579301834106,0.5143433809280396,0.7201139330863953,0.5285536646842957,0.5726807117462158,0.7437373995780945,0.4603584408760071,0.5195470452308655,0.7379372715950012,0.5909103751182556,0.5716930627822876,0.7679469883441925,0.49325093626976013,0.4857759773731231,0.7755922079086304,0.48023733496665955,0.5525286793708801,0.7755424380302429,0.3612343370914459
5,0.4659114480018616,0.4571927785873413,0.39147114753723145,0.6070766448974609,0.455902636051178,0.42019134759902954,0.4772638976573944,0.597463846206665,0.3174552023410797,0.5942054390907288,0.6034219563007355,0.407963365316391,0.5128600001335144,0.7275003790855408,0.4796261191368103,0.575984001159668,0.7430591583251953,0.4699377715587616,0.5119616389274597,0.7501347661018372,0.5207261443138123,0.5738335251808167,0.7686382234096527,0.5065715909004211,0.4856893420219421,0.7778119444847107,0.40570908784866333,0.5669354796409607,0.7752514481544495,0.37964966893196106
6,0.4660149812698364,0.4561320096254349,0.3974612057209015,0.60911625623703,0.45525383949279785,0.42545846104621887,0.4764058887958526,0.5944900214672089,0.3052917420864105,0.5997198224067688,0.6027825772762299,0.41952967643737793,0.503454327583313,0.733489066362381,0.44707104563713074,0.5840360522270203,0.7503552138805389,0.47027069330215454,0.5010664463043213,0.7581304013729095,0.48469221591949463,0.5788226127624512,0.775195986032486,0.5066871047019958,0.486372709274292,0.7826449275016785,0.3549780249595642,0.5685843825340271,0.7768521904945374,0.3850967288017273
7,0.4655290246009826,0.4567534178495407,0.3996272385120392,0.609032154083252,0.4573018401861191,0.4417116045951843,0.4745338857173919,0.5921408832073212,0.2991725206375122,0.59895259141922,0.6031453907489777,0.45687469840049744,0.4893715679645538,0.7336331605911255,0.3780093789100647,0.5852305293083191,0.7508381903171539,0.49704521894454956,0.4809545874595642,0.7552245855331421,0.4197128415107727,0.5795353055000305,0.7759510576725006,0.5091130137443542,0.4861252307891845,0.7839298248291016,0.28478318452835083,0.5968983173370361,0.7728134989738464,0.4067946970462799
8,0.4645775556564331,0.456063374876976,0.4061821401119232,0.6089837551116943,0.45685987174510956,0.4534241259098053,0.4743269681930542,0.5901953876018524,0.2941725254058838,0.5982312560081482,0.6036390364170074,0.4820636808872223,0.4795725047588348,0.7306425869464874,0.3113831877708435,0.5893348455429077,0.7592846155166626,0.534780740737915,0.4780661761760711,0.7564272582530975,0.3453720510005951,0.580904483795166,0.785300076007843,0.5547724962234497,0.4842719137668609,0.7839834690093994,0.20988938212394714,0.5900565981864929,0.7713826298713684,0.4607183039188385
9,0.4612493813037872,0.459212988615036,0.4067363440990448,0.6064717769622803,0.460054412484169,0.46147629618644714,0.4729607403278351,0.5913861989974976,0.28864625096321106,0.59705650806427,0.6054851114749908,0.506374716758728,0.4784683883190155,0.7322408258914948,0.2587754726409912,0.5909384489059448,0.7595931589603424,0.5679205656051636,0.4781796634197235,0.7548201978206635,0.2840024530887604,0.5861254930496216,0.787036269903183,0.5933678150177002,0.4836523532867431,0.7786914706230164,0.13936632871627808,0.5933976769447327,0.768119215965271,0.47925296425819397
