,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z
0,0.4899682402610779,0.7658518254756927,0.5427287817001343,0.5078737735748291,0.7364050447940826,0.5313827395439148,0.4880180954933166,0.7957510948181152,0.553780734539032,0.5071966052055359,0.7595998644828796,0.5405822992324829,0.4944307208061218,0.7882663011550903,0.5057270526885986,0.5113979578018188,0.7574424743652344,0.5049521923065186
1,0.4892240464687347,0.7671068906784058,0.5513818860054016,0.5079565644264221,0.7354225218296051,0.5144459009170532,0.4880184233188629,0.7957146167755127,0.5598179697990417,0.5092419385910034,0.7603884935379028,0.5222558975219727,0.4938715994358063,0.7872058153152466,0.515213668346405,0.5140773057937622,0.7629609107971191,0.48120418190956116
2,0.4884679317474365,0.773932546377182,0.5658416748046875,0.5093590617179871,0.734290599822998,0.48706620931625366,0.4881453514099121,0.800276517868042,0.577644944190979,0.5116978883743286,0.7632528841495514,0.49147525429725647,0.4911933839321136,0.7915751934051514,0.5273892283439636,0.5140411853790283,0.7547610998153687,0.4531882405281067
3,0.4879017472267151,0.7773782908916473,0.5791429877281189,0.5115542411804199,0.7288255393505096,0.4625566899776459,0.4883432388305664,0.8044261634349823,0.5919045209884644,0.5143568515777588,0.7585300505161285,0.46447062492370605,0.4888251423835754,0.7959536910057068,0.5433306694030762,0.5115290880203247,0.7408088445663452,0.42698901891708374
4,0.4858554303646087,0.7833878993988037,0.5920589566230774,0.5134754180908203,0.7192174792289734,0.4516422152519226,0.4871582090854645,0.8111736476421356,0.6054095029830933,0.5157521963119507,0.748217761516571,0.45398426055908203,0.4862220287322998,0.7994790077209473,0.5563679933547974,0.5122556686401367,0.730844259262085,0.41160425543785095
5,0.4856632649898529,0.7864999175071716,0.603333055973053,0.5142642259597778,0.718734085559845,0.44861310720443726,0.4871867597103119,0.8121960163116455,0.6159898042678833,0.5156768560409546,0.749314546585083,0.44972506165504456,0.4833885729312897,0.7984474897384644,0.5700749754905701,0.5122407674789429,0.7273961305618286,0.4112478792667389
6,0.4841821789741516,0.7893466651439667,0.6144474744796753,0.5139463543891907,0.722090870141983,0.4549555778503418,0.487262487411499,0.8123430907726288,0.6275333166122437,0.515555739402771,0.755412757396698,0.4581437110900879,0.4793383181095123,0.7979862689971924,0.5822294354438782,0.5100768804550171,0.7322425842285156,0.4171374440193176
7,0.4830581247806549,0.7877525091171265,0.6234959363937378,0.5137327909469604,0.7277231216430664,0.4605531096458435,0.4872344136238098,0.8073092997074127,0.639416515827179,0.5151072144508362,0.758514791727066,0.4652114808559418,0.478877305984497,0.7983487248420715,0.5951007008552551,0.509635329246521,0.7397093772888184,0.4251309335231781
8,0.4833388328552246,0.7765980660915375,0.6241358518600464,0.5112850666046143,0.7393808662891388,0.46801862120628357,0.4888894557952881,0.7911490499973297,0.6436895132064819,0.5125023126602173,0.7676042318344116,0.47325244545936584,0.4782464504241943,0.7988821864128113,0.6119325160980225,0.5083488821983337,0.7527552247047424,0.4339767396450043
9,0.4840026497840881,0.7626530826091766,0.6189066171646118,0.5183666944503784,0.7426406443119049,0.4744746685028076,0.4900381565093994,0.7705565094947815,0.6408208608627319,0.5104162693023682,0.771888941526413,0.484128475189209,0.4790990948677063,0.7986354231834412,0.618819534778595,0.5075415968894958,0.7639191746711731,0.4440124034881592
10,0.4860500395298004,0.7438357770442963,0.6127012968063354,0.5111339092254639,0.7470314800739288,0.4908875524997711,0.4908501505851745,0.7509688436985016,0.6325834393501282,0.5093956589698792,0.7717682719230652,0.49887338280677795,0.4792164862155914,0.7920389771461487,0.6148949265480042,0.5066264867782593,0.7721883058547974,0.45944929122924805
11,0.4885114729404449,0.7328861653804779,0.6094204187393188,0.5078206658363342,0.7492619752883911,0.501543402671814,0.4935853481292724,0.741201639175415,0.6285930275917053,0.5093014240264893,0.7725546956062317,0.5102930068969727,0.4798096716403961,0.7835851907730103,0.6031785607337952,0.502341628074646,0.7733252048492432,0.46618661284446716
12,0.4886523783206939,0.7296196222305298,0.5891975164413452,0.5076309442520142,0.7505730986595154,0.5145285725593567,0.4932633936405182,0.7435230910778046,0.6073576807975769,0.5097761154174805,0.7747396230697632,0.5213686227798462,0.4801826477050781,0.783356785774231,0.5863745212554932,0.5018569827079773,0.7766193151473999,0.4794349670410156
13,0.4891462326049804,0.732077956199646,0.5721529126167297,0.5077744722366333,0.7564032077789307,0.5230890512466431,0.4933105111122131,0.7452217638492584,0.5921193957328796,0.5112786889076233,0.782642126083374,0.5316901206970215,0.4801627993583679,0.7835772037506104,0.5623892545700073,0.5018593072891235,0.7783166766166687,0.491752952337265
14,0.4892758429050445,0.7319186329841614,0.5493941307067871,0.5078768730163574,0.7535812854766846,0.5375024080276489,0.4923976361751556,0.7525548934936523,0.5660210251808167,0.5114172697067261,0.7786984443664551,0.5512185096740723,0.4813628792762756,0.7899743914604187,0.5325031280517578,0.5036071538925171,0.7778553366661072,0.507881224155426
15,0.4905746579170227,0.7437189519405365,0.5332237482070923,0.5085097551345825,0.757848858833313,0.543441653251648,0.4923222661018371,0.76681849360466,0.545930027961731,0.5121321678161621,0.7841450572013855,0.5546911954879761,0.4850562214851379,0.7899484634399414,0.5039083957672119,0.5076672434806824,0.785367488861084,0.5093465447425842
