,23x,23y,23z,24x,24y,24z,25x,25y,25z,26x,26y,26z,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z
0,0.4629091024398803,0.48666469752788544,0.465400367975235,0.5746797323226929,0.4863736927509308,0.43692389130592346,0.4482920169830322,0.6249549686908722,0.4658862352371216,0.5403415560722351,0.6171241104602814,0.3724774420261383,0.4476390480995178,0.7392778694629669,0.6021130084991455,0.508543074131012,0.7437954843044281,0.5604501962661743,0.4675920605659485,0.7540315687656403,0.644538402557373,0.5142697095870972,0.7593415677547455,0.6004450917243958,0.4259698987007141,0.793255090713501,0.5192443132400513,0.4775410890579223,0.7601062059402466,0.49713101983070374
1,0.462940901517868,0.4863739609718323,0.4574320614337921,0.5759578943252563,0.4865943491458893,0.4318407475948334,0.448424369096756,0.6218343675136566,0.50534987449646,0.5417372584342957,0.6102280616760254,0.32865503430366516,0.4567376375198364,0.7376557886600494,0.628054141998291,0.5086129903793335,0.7405514121055603,0.4844028055667877,0.467637836933136,0.7582738995552063,0.6707687377929688,0.512097179889679,0.7583025991916656,0.5108304619789124,0.4308768212795257,0.7927213907241821,0.5579906702041626,0.4829308986663818,0.7573908567428589,0.42462483048439026
2,0.4621072113513946,0.4807780086994171,0.4532671272754669,0.5775793194770813,0.48313409090042114,0.42638328671455383,0.4483632147312164,0.611806720495224,0.5326374173164368,0.5417816042900085,0.6087178885936737,0.32708778977394104,0.459450364112854,0.7234105169773102,0.6676827669143677,0.5129920244216919,0.7448925077915192,0.4251028597354889,0.4703404009342193,0.7367621660232544,0.7062170505523682,0.5149737000465393,0.7673414349555969,0.4568081498146057,0.4405592083930969,0.7919896841049194,0.6116978526115417,0.4889219403266907,0.7587270736694336,0.33223778009414673
3,0.4587140083312988,0.47535860538482666,0.4527851641178131,0.5774779915809631,0.478323832154274,0.4235580563545227,0.4484035074710846,0.6007433235645294,0.5410645604133606,0.5457631945610046,0.6061549484729767,0.3330708146095276,0.4607009291648865,0.7161009907722473,0.695565938949585,0.5232239961624146,0.7508142590522766,0.3647310137748718,0.4705045223236084,0.7267208397388458,0.7436749935150146,0.5224793553352356,0.7789042294025421,0.3924354314804077,0.4368666708469391,0.7869269847869873,0.6643709540367126,0.4947659969329834,0.7552922964096069,0.2676835358142853
4,0.4582870900630951,0.46913614869117737,0.4483219385147095,0.5771565437316895,0.4728689044713974,0.4173559844493866,0.4505046606063843,0.5967843532562256,0.5345948338508606,0.550342321395874,0.6046780943870544,0.337215393781662,0.4688434600830078,0.7104322612285614,0.7180443406105042,0.5275223255157471,0.7562895715236664,0.29851093888282776,0.4751855432987213,0.7222104668617249,0.7677810788154602,0.5274839401245117,0.784305602312088,0.3143165409564972,0.4425592124462127,0.7736819386482239,0.7105981707572937,0.5072009563446045,0.7507117986679077,0.20657363533973694
5,0.4562210440635681,0.4638780206441879,0.44412869215011597,0.574125349521637,0.46750226616859436,0.40725448727607727,0.4532713890075683,0.5982445180416107,0.5276209115982056,0.5516058802604675,0.6027347147464752,0.3402310907840729,0.4759625494480133,0.7078390121459961,0.7358829379081726,0.5313196182250977,0.7535138428211212,0.2820361852645874,0.4783377647399902,0.7168461680412292,0.7814365029335022,0.5291358232498169,0.7793806493282318,0.2979136109352112,0.4592248797416687,0.7541263699531555,0.753150999546051,0.5185649394989014,0.7484395503997803,0.18577568233013153
6,0.4551305472850799,0.4629928022623062,0.4394855797290802,0.5739135146141052,0.4662465751171112,0.4078342020511627,0.4540082514286041,0.5979546010494232,0.5227935910224915,0.5554551482200623,0.599595308303833,0.33742278814315796,0.4799074530601501,0.7045503556728363,0.7423601150512695,0.531450092792511,0.7504643201828003,0.2936633229255676,0.4788879454135895,0.7121759057044983,0.7871749997138977,0.5283145308494568,0.7756187617778778,0.3090780973434448,0.4812268316745758,0.7431469559669495,0.7617092132568359,0.5308173298835754,0.7480041980743408,0.20056647062301636
7,0.455698698759079,0.46936801075935364,0.43074384331703186,0.5768387913703918,0.47032544016838074,0.40992653369903564,0.4542849957942962,0.6081557869911194,0.4886026382446289,0.5578529834747314,0.6020895540714264,0.3330868184566498,0.4901835024356842,0.7008875608444214,0.7357914447784424,0.5316439270973206,0.7526853382587433,0.32753801345825195,0.4897615909576416,0.703570544719696,0.7730131149291992,0.5277552604675293,0.7748101055622101,0.3488026559352875,0.5146121978759766,0.7269461154937744,0.7828413248062134,0.5381538271903992,0.7671540975570679,0.22672517597675323
8,0.452684223651886,0.47506602108478546,0.43063682317733765,0.5764467120170593,0.4740561842918396,0.410653293132782,0.4539287984371185,0.6139686405658722,0.4217146039009094,0.5635080337524414,0.6052251756191254,0.3389376103878021,0.4954962730407715,0.6975578963756561,0.7190726399421692,0.5414880514144897,0.7485303580760956,0.35084086656570435,0.4959777295589447,0.7004711627960205,0.7642936706542969,0.5345838665962219,0.7687765061855316,0.3529730439186096,0.5243570804595947,0.7207450866699219,0.7689505219459534,0.5485051274299622,0.7827246785163879,0.2609471380710602
9,0.4514648020267486,0.4789772182703018,0.42713743448257446,0.5755481123924255,0.4783695638179779,0.41158169507980347,0.4560048580169678,0.6200656592845917,0.3824714422225952,0.5677312016487122,0.6136350035667419,0.36799871921539307,0.4976761937141418,0.7096872329711914,0.59271639585495,0.5600260496139526,0.7425696849822998,0.43751761317253113,0.4966273009777069,0.7017471790313721,0.6962600946426392,0.5446785092353821,0.7372784316539764,0.5659741163253784,0.519123375415802,0.7354102730751038,0.594558596611023,0.5570279359817505,0.7803958058357239,0.5107119679450989
